movement_id,artwork_id,artist_id,artwork_title,lender_museum_id,borrower_museum_id,movement_type,start_date,end_date,date_basis,related_exhibition_name,related_exhibition_url,source_type,source_title,source_url,source_date,confidence,notes,last_verified_at
movement_0000361,artwork_0000326,claude-monet,"Stack of Wheat (Snow Effect, Overcast Day)",art-institute-of-chicago-us,museum-of-fine-arts-boston-us,loan,1990-02-07,1990-04-29,explicit_dates,Monet in the '90s: The Series Paintings,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/16560,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000362,artwork_0000326,claude-monet,"Stack of Wheat (Snow Effect, Overcast Day)",art-institute-of-chicago-us,fine-arts-museums-of-san-francisco-san-francisco-us,loan,1999-01-30,1999-05-02,explicit_dates,"San Francisco, Fine Arts Museums of San Francisco at the Center for the Arts at Yerba Buena Gardens",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/16560,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000363,artwork_0000326,claude-monet,"Stack of Wheat (Snow Effect, Overcast Day)",art-institute-of-chicago-us,hamburger-kunsthalle-hamburg-germany,loan,2001-09-28,2002-01-06,explicit_dates,Monets Vermächtnis: Serie-Ordnung und Obsession,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/16560,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000364,artwork_0000326,claude-monet,"Stack of Wheat (Snow Effect, Overcast Day)",art-institute-of-chicago-us,kimbell-art-museum-fort-worth-us,loan,2008-06-29,2008-11-02,explicit_dates,The Impressionists: Master Paintings from the Art Institute of Chicago,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/16560,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000365,artwork_0000327,claude-monet,Vétheuil,art-institute-of-chicago-us,kimbell-art-museum-fort-worth-us,loan,2008-06-29,2008-11-02,explicit_dates,The Impressionists: Master Paintings from the Art Institute of Chicago,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/16579,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000366,artwork_0000328,claude-monet,"The Departure of the Boats, Étretat",art-institute-of-chicago-us,seattle-art-museum-seattle-us,loan,2021-07-01,2021-10-17,explicit_dates,Monet at Étretat,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/81540,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000367,artwork_0000329,claude-monet,The Customs House at Varengeville,art-institute-of-chicago-us,columbia-museum-of-art-columbia-us,loan,1960-04-03,1960-05-08,explicit_dates,"Columbia. S.C., Museum of Art, Impressionism: An Exhibition Commemorative of the Tenth Anniversary of the Columbia Museum of Art . . . Symbolic of Its Introduction of New Ideas into the World of Today",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/16542,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000368,artwork_0000329,claude-monet,The Customs House at Varengeville,art-institute-of-chicago-us,museum-of-fine-arts-boston-us,loan,1990-02-07,1990-04-29,explicit_dates,Monet in the '90s: The Series Paintings,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/16542,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000369,artwork_0000329,claude-monet,The Customs House at Varengeville,art-institute-of-chicago-us,museum-of-fine-arts-boston-us,loan,2015-02-07,2015-05-31,explicit_dates,Monet to Marisse: On the French Coast,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/16542,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000370,artwork_0000330,pablo-picasso,The Old Guitarist,art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1939-11-15,1940-01-07,explicit_dates,Picasso: Forty Years of His Art,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/28067,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000371,artwork_0000330,pablo-picasso,The Old Guitarist,art-institute-of-chicago-us,the-cleveland-museum-of-art-cleveland-us,loan,1940-11-07,1940-12-08,explicit_dates,Picasso: Forty Years of His Art,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/28067,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000372,artwork_0000330,pablo-picasso,The Old Guitarist,art-institute-of-chicago-us,the-metropolitan-museum-of-art-new-york-city-us,loan,2006-09-13,2007-01-07,explicit_dates,"Cézanne to Picasso: Ambroise Vollard, Patron of the Avant-Garde",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/28067,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000373,artwork_0000330,pablo-picasso,The Old Guitarist,art-institute-of-chicago-us,kimbell-art-museum-fort-worth-us,loan,2013-10-06,2014-02-16,explicit_dates,The Age of Picasso and Matisse: Modern Masters from the Art Institute of Chicago,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/28067,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000374,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1939-11-15,1940-01-17,explicit_dates,Picasso: Forty Years of His Art,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000375,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,museum-of-fine-arts-boston-us,loan,1940-04-26,1940-05-25,explicit_dates,Picasso: Forty Years of His Art,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000376,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1942-12-09,1943-01-24,explicit_dates,20th Century Portraits,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000377,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1957-05-22,1957-09-08,explicit_dates,Picasso: 75th Anniversary Exhibition,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000378,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,philadelphia-museum-of-art-philadelphia-us,loan,1958-01-08,1958-02-23,explicit_dates,Picasso,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000379,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,los-angeles-county-museum-of-art-los-angeles-us,loan,1970-12-15,1971-02-21,explicit_dates,The Cubist Epoch,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000380,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,the-metropolitan-museum-of-art-new-york-city-us,loan,1971-04-07,1971-06-07,explicit_dates,The Cubist Epoch,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000381,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,centre-georges-pompidou-quartier-saint-merri-france,loan,1984-11-22,1985-01-28,explicit_dates,Homage a Daniel-Henry Kahnweiler,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000382,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1996-04-28,1996-09-17,explicit_dates,Picasso and Portraiture: Representation and Transformation,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000383,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,grand-palais-paris-france,loan,1996-10-15,1997-01-20,explicit_dates,Picasso and Portraiture: Representation and Transformation,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000384,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,philadelphia-museum-of-art-philadelphia-us,loan,1999-03-07,1999-05-16,explicit_dates,Mad for Modernism: Earl Horter and His Collection,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000385,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,solomon-r-guggenheim-museum-new-york-city-us,loan,2004-02-06,2004-05-09,explicit_dates,Boccioni's Materia: A Futurist Masterpiece and the Avant-garde in Milan and Paris,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000386,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,kimbell-art-museum-fort-worth-us,loan,2013-10-06,2014-02-16,explicit_dates,The Age of Picasso and Matisse: Modern Masters from the Art Institute of Chicago,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000387,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,museu-picasso-barcelona-spain,loan,2017-03-16,2017-06-25,explicit_dates,"Barcelona, Museu Picasso",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000388,artwork_0000331,pablo-picasso,Daniel-Henry Kahnweiler,art-institute-of-chicago-us,kunstmuseum-basel-switzerland,loan,2019-03-30,2019-08-18,explicit_dates,"Basel, Kunstmuseum Basel",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/111060,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000389,artwork_0000332,pablo-picasso,The Red Armchair,art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1980-05-22,1980-09-16,explicit_dates,Pablo Picasso: A Retrospective,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/5357,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000390,artwork_0000332,pablo-picasso,The Red Armchair,art-institute-of-chicago-us,los-angeles-county-museum-of-art-los-angeles-us,loan,1994-02-13,1994-05-01,explicit_dates,"Picasso and the 'Weeping Women, '",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/5357,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000391,artwork_0000332,pablo-picasso,The Red Armchair,art-institute-of-chicago-us,the-metropolitan-museum-of-art-new-york-city-us,loan,1994-10-08,1995-01-08,explicit_dates,"June 12-September 4, 1994, and The Art Institute of Chicago",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/5357,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000392,artwork_0000333,pablo-picasso,Mother and Child,art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1957-05-22,1957-09-08,explicit_dates,Picasso: 75th Anniversary Exhibition,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109275,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000393,artwork_0000333,pablo-picasso,Mother and Child,art-institute-of-chicago-us,philadelphia-museum-of-art-philadelphia-us,loan,1958-01-08,1958-02-23,explicit_dates,"Picasso: A Loan Exhibition of His Paintings, Drawings, Sculpture, Ceramics, Prints, and Illustrated Books",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109275,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000394,artwork_0000333,pablo-picasso,Mother and Child,art-institute-of-chicago-us,museum-of-fine-arts-boston-us,loan,1967-02-08,1967-03-26,explicit_dates,Picasso: Two Concurrent Retrospective Exhibitions,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109275,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000395,artwork_0000333,pablo-picasso,Mother and Child,art-institute-of-chicago-us,kimbell-art-museum-fort-worth-us,loan,2013-10-06,2014-02-16,explicit_dates,The Age of Picasso and Matisse: Modern Masters from the Art Institute of Chicago,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109275,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000396,artwork_0000334,pablo-picasso,Head of a Woman (Fernande),art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1947-06-10,1947-08-31,explicit_dates,Alfred Stieglitz: His Collection,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/66039,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000397,artwork_0000334,pablo-picasso,Head of a Woman (Fernande),art-institute-of-chicago-us,national-gallery-of-art-washington-us,loan,2001-01-28,2001-04-22,explicit_dates,"Alfred Stieglitz and Modern Art in America, """,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/66039,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000398,artwork_0000334,pablo-picasso,Head of a Woman (Fernande),art-institute-of-chicago-us,the-metropolitan-museum-of-art-new-york-city-us,loan,2006-09-13,2007-01-07,explicit_dates,"Cézanne to Picasso: Ambroise Vollard, Patron of the Avant-Garde",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/66039,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000399,artwork_0000334,pablo-picasso,Head of a Woman (Fernande),art-institute-of-chicago-us,musee-dorsay-paris-france,loan,2007-06-18,2007-09-16,explicit_dates,"Cézanne to Picasso: Ambroise Vollard, Patron of the Avant-Garde",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/66039,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000400,artwork_0000334,pablo-picasso,Head of a Woman (Fernande),art-institute-of-chicago-us,kimbell-art-museum-fort-worth-us,loan,2013-10-06,2014-02-16,explicit_dates,The Age of Picasso and Matisse: Modern Masters from the Art Institute of Chicago,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/66039,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000401,artwork_0000334,pablo-picasso,Head of a Woman (Fernande),art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,2015-09-14,2016-02-07,explicit_dates,Picasso Sculpture,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/66039,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000402,artwork_0000335,pablo-picasso,Man with a Pipe,art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1957-05-22,1957-09-08,explicit_dates,Picasso: 75th Anniversary Exhibition,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109260,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000403,artwork_0000335,pablo-picasso,Man with a Pipe,art-institute-of-chicago-us,philadelphia-museum-of-art-philadelphia-us,loan,1958-01-08,1958-02-23,explicit_dates,Picasso,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109260,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000404,artwork_0000335,pablo-picasso,Man with a Pipe,art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1980-05-22,1980-09-16,explicit_dates,Pablo Picasso: A Retrospective,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109260,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000405,artwork_0000335,pablo-picasso,Man with a Pipe,art-institute-of-chicago-us,san-francisco-museum-of-modern-art-san-francisco-us,loan,2007-02-25,2007-05-20,explicit_dates,"traveled to San Francisco, Museum of Modern Art",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109260,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000406,artwork_0000335,pablo-picasso,Man with a Pipe,art-institute-of-chicago-us,walker-art-center-minneapolis-us,loan,2007-06-01,2007-09-09,explicit_dates,"traveled to San Francisco, Museum of Modern Art",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109260,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000407,artwork_0000335,pablo-picasso,Man with a Pipe,art-institute-of-chicago-us,kimbell-art-museum-fort-worth-us,loan,2013-10-06,2014-02-16,explicit_dates,The Age of Picasso and Matisse: Modern Masters from the Art Institute of Chicago,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109260,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000408,artwork_0000335,pablo-picasso,Man with a Pipe,art-institute-of-chicago-us,los-angeles-county-museum-of-art-los-angeles-us,loan,2016-12-04,2017-04-30,explicit_dates,"""Picasso and Rivera: Conversations across the time, """,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109260,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000409,artwork_0000336,pablo-picasso,Nude under a Pine Tree,art-institute-of-chicago-us,museum-of-fine-arts-boston-us,loan,1962-02-06,1962-03-04,explicit_dates,"Three Spaniards: Picasso, Miro, Chillida",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/23968,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000410,artwork_0000336,pablo-picasso,Nude under a Pine Tree,art-institute-of-chicago-us,national-museum-george-town-cayman-islands,loan,1964-05-23,1964-07-05,explicit_dates,Pablo Picasso,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/23968,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000411,artwork_0000336,pablo-picasso,Nude under a Pine Tree,art-institute-of-chicago-us,national-museum-george-town-cayman-islands,loan,1964-07-10,1964-08-02,explicit_dates,Pablo Picasso,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/23968,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000412,artwork_0000336,pablo-picasso,Nude under a Pine Tree,art-institute-of-chicago-us,kimbell-art-museum-fort-worth-us,loan,2013-10-06,2014-02-16,explicit_dates,The Age of Picasso and Matisse: Modern Masters from the Art Institute of Chicago,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/23968,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000413,artwork_0000337,pablo-picasso,Nude with Cats,art-institute-of-chicago-us,denver-art-museum-denver-us,loan,1954-01-07,1954-02-14,explicit_dates,Ten Directions by Ten Artists,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/45259,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000414,artwork_0000337,pablo-picasso,Nude with Cats,art-institute-of-chicago-us,montreal-museum-of-fine-arts-montreal-canada,loan,1964-02-28,1964-03-31,explicit_dates,traveled to Montreal Museum of Fine Arts,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/45259,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000415,artwork_0000337,pablo-picasso,Nude with Cats,art-institute-of-chicago-us,the-metropolitan-museum-of-art-new-york-city-us,loan,2006-09-13,2007-01-07,explicit_dates,"Cézanne to Picasso: Ambroise Vollard, Patron of the Avant-Garde",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/45259,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000416,artwork_0000337,pablo-picasso,Nude with Cats,art-institute-of-chicago-us,van-gogh-museum-amsterdam-netherlands,loan,2011-02-18,2011-05-29,explicit_dates,Picasso in Paris 1900-1907: Eating Fire,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/45259,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000417,artwork_0000337,pablo-picasso,Nude with Cats,art-institute-of-chicago-us,museu-picasso-barcelona-spain,loan,2011-06-30,2011-10-15,explicit_dates,Picasso in Paris 1900-1907: Eating Fire,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/45259,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000418,artwork_0000337,pablo-picasso,Nude with Cats,art-institute-of-chicago-us,art-gallery-of-ontario-toronto-canada,loan,2021-10-09,2022-01-23,explicit_dates,Picasso: Painting the Blue Period,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/45259,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000419,artwork_0000337,pablo-picasso,Nude with Cats,art-institute-of-chicago-us,the-phillips-collection-washington-us,loan,2022-02-26,2022-06-12,explicit_dates,Picasso: Painting the Blue Period,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/45259,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000420,artwork_0000338,pablo-picasso,Abstraction: Background with Blue Cloudy Sky,art-institute-of-chicago-us,kunsthaus-zurich-zurich-switzerland,loan,1932-09-11,1932-10-30,explicit_dates,Picasso,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109278,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000421,artwork_0000338,pablo-picasso,Abstraction: Background with Blue Cloudy Sky,art-institute-of-chicago-us,kimbell-art-museum-fort-worth-us,loan,2013-10-06,2014-02-16,explicit_dates,The Age of Picasso and Matisse: Modern Masters from the Art Institute of Chicago,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/109278,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000422,artwork_0000339,pablo-picasso,Portrait of Sylvette David,art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1994-04-20,1994-05-29,explicit_dates,"traveled to Nagaoka, Niigata Prefectural Museum of Modern Art",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/84239,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000423,artwork_0000340,pablo-picasso,Nude with a Pitcher,art-institute-of-chicago-us,stadel-museum-frankfurt-germany,loan,1931-06-03,1931-07-03,explicit_dates,Vom Abbild zum Sinnbild: Ausstellung von Meisterwerken Moderner Malerei im Städelschen Kunstinstitut,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/61612,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000424,artwork_0000340,pablo-picasso,Nude with a Pitcher,art-institute-of-chicago-us,kunstmuseum-den-haag-the-hague-netherlands,loan,1936-02-15,1936-03-15,explicit_dates,Hedendaagsche Fransche Kunst,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/61612,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000425,artwork_0000340,pablo-picasso,Nude with a Pitcher,art-institute-of-chicago-us,national-gallery-of-art-washington-us,loan,1967-05-04,1967-06-11,explicit_dates,100 Paintings and Drawings from the Collection of Mr. and Mrs. Leigh B. Block,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/61612,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000426,artwork_0000340,pablo-picasso,Nude with a Pitcher,art-institute-of-chicago-us,los-angeles-county-museum-of-art-los-angeles-us,loan,1967-09-21,1967-11-02,explicit_dates,100 Paintings and Drawings from the Collection of Mr. and Mrs. Leigh B. Block,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/61612,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000428,artwork_0000340,pablo-picasso,Nude with a Pitcher,art-institute-of-chicago-us,the-museum-of-modern-art-new-york-city-us,loan,1994-04-20,1994-05-29,explicit_dates,Masterworks of Modern Art from The Art Institute of Chicago,,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/61612,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
movement_0000429,artwork_0000340,pablo-picasso,Nude with a Pitcher,art-institute-of-chicago-us,national-gallery-of-art-washington-us,loan,1997-03-30,1997-07-27,explicit_dates,"Picasso: The Early Years, 1892-1909",,museum_api,Art Institute of Chicago artwork API exhibition_history,https://www.artic.edu/artworks/61612,,HIGH,Borrower institution and dates parsed from official Art Institute of Chicago exhibition_history.,2026-03-08
